episode,loss,average reward,conflicts,LoS,instructions,action LEFT,action RIGHT,action DIRECT,action LNAV,duration,epsilon
30,3.4621336460113525,-2.2352297860882757,51,44,83,26,25,0,32,38.44,0.9287499999999995
31,,-1.6727286708484868,51,34,80,24,29,0,27,41.7,0.9287499999999995
32,3.463144302368164,-1.654126452870157,50,39,90,27,34,0,29,49.37,0.9239999999999995
33,,-1.2173816892389753,51,35,99,39,31,0,29,36.7,0.9239999999999995
34,2.795067548751831,-2.017498021624494,50,37,76,28,22,0,26,51.0,0.9192499999999995
35,,-1.3781308660574247,50,37,96,34,30,0,32,45.66,0.9192499999999995
36,3.6777727603912354,-1.4729292896931965,51,35,90,37,28,0,25,50.39,0.9144999999999994
37,,-0.5836649396204058,50,31,122,47,31,0,44,42.63,0.9144999999999994
38,3.9537196159362793,-0.942828190616171,52,32,103,30,31,0,42,45.44,0.9097499999999994
39,,-0.8269260047679726,52,30,103,40,30,0,33,36.33,0.9097499999999994
40,3.350252151489258,-0.7042225295242099,50,27,99,41,32,0,26,45.58,0.9049999999999994
41,,-1.4327382764594805,51,36,91,26,33,0,32,41.77,0.9049999999999994
42,3.5369532108306885,-1.5772730579898029,50,39,93,32,31,0,30,39.46,0.9002499999999993
43,,-1.2152448364828508,50,38,105,27,40,0,38,65.9,0.9002499999999993
44,3.637007474899292,-1.9461831683175392,50,44,92,32,21,0,39,45.91,0.8954999999999993
45,,-1.5203578839435319,50,37,91,26,32,0,33,36.97,0.8954999999999993
